property_id,atomic_proposition,event_predicate,correlation_key,projection_rule,monitor_instantiation,source_mappings,auxiliary_source_urls,instrumentation_timing,observability
TCP-RTO-03,tcp_second_rto_deadline_reached,The absolute deadline of that exact 2000 ms generation is reached.,socket cookie + retransmission generation counter,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""retransmission timer deadline dispatch"", ""event_predicate"": ""The absolute deadline of that exact 2000 ms generation is reached."", ""instrumentation_timing"": ""After icsk_rto is doubled and tcp_reset_xmit_timer succeeds, emit the trigger with old/new RTO fields."", ""atomic_propositions"": [""tcp_second_rto_deadline_reached""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_timer.c"", ""symbol"": ""tcp_write_timer_handler"", ""lines"": ""695-728"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_timer.c#L695-L728"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"After icsk_rto is doubled and tcp_reset_xmit_timer succeeds, emit the trigger with old/new RTO fields.",WHITEBOX
TCP-RTO-03,tcp_second_rto_superseded,A qualifying ACK or timer restart/cancel replaces that exact generation.,socket cookie + retransmission generation counter,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:2"", ""role"": ""ACK-driven retransmission timer cancellation or replacement"", ""event_predicate"": ""A qualifying ACK or timer restart/cancel replaces that exact generation."", ""instrumentation_timing"": ""After icsk_rto is doubled and tcp_reset_xmit_timer succeeds, emit the trigger with old/new RTO fields."", ""atomic_propositions"": [""tcp_second_rto_superseded""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_input.c"", ""symbol"": ""tcp_rearm_rto"", ""lines"": ""3524-3550"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_input.c#L3524-L3550"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"After icsk_rto is doubled and tcp_reset_xmit_timer succeeds, emit the trigger with old/new RTO fields.",WHITEBOX
TCP-SYN-01,tcp_active_open_syn_r2_started,Initial SYN is transmitted for an active open under the stack's default SYN-retry policy.,network namespace + socket cookie + active-open attempt,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""initial active-open SYN transmission and retransmission timer arm"", ""event_predicate"": ""Initial SYN is transmitted for an active open under the stack's default SYN-retry policy."", ""instrumentation_timing"": ""Start at initial SYN output; emit failure immediately before tcp_write_err when SYN_SENT and expired is due to retry_until."", ""atomic_propositions"": [""tcp_active_open_syn_r2_started""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_output.c"", ""symbol"": ""tcp_connect"", ""lines"": ""4360-4398"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_output.c#L4360-L4398"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:2"", ""role"": ""locked Linux SYN retry-policy deviation evidence"", ""event_predicate"": ""Initial SYN is transmitted for an active open under the stack's default SYN-retry policy."", ""instrumentation_timing"": ""Start at initial SYN output; emit failure immediately before tcp_write_err when SYN_SENT and expired is due to retry_until."", ""atomic_propositions"": [""tcp_active_open_syn_r2_started"", ""tcp_open_failed_by_syn_r2_expiry""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""include/net/tcp.h"", ""symbol"": ""TCP_SYN_RETRIES"", ""lines"": ""124-131"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/include/net/tcp.h#L124-L131"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Start at initial SYN output; emit failure immediately before tcp_write_err when SYN_SENT and expired is due to retry_until.,HYBRID
TCP-SYN-01,tcp_open_failed_by_syn_r2_expiry,tcp_write_timeout closes SYN_SENT specifically because its retransmission R2 threshold expired.,network namespace + socket cookie + active-open attempt,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""tcp_write_timeout closes SYN_SENT specifically because its retransmission R2 threshold expired."", ""instrumentation_timing"": ""Start at initial SYN output; emit failure immediately before tcp_write_err when SYN_SENT and expired is due to retry_until."", ""atomic_propositions"": [""tcp_open_failed_by_syn_r2_expiry""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_timer.c"", ""symbol"": ""tcp_write_timeout"", ""lines"": ""242-298"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_timer.c#L242-L298"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:2"", ""role"": ""locked Linux SYN retry-policy deviation evidence"", ""event_predicate"": ""tcp_write_timeout closes SYN_SENT specifically because its retransmission R2 threshold expired."", ""instrumentation_timing"": ""Start at initial SYN output; emit failure immediately before tcp_write_err when SYN_SENT and expired is due to retry_until."", ""atomic_propositions"": [""tcp_active_open_syn_r2_started"", ""tcp_open_failed_by_syn_r2_expiry""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""include/net/tcp.h"", ""symbol"": ""TCP_SYN_RETRIES"", ""lines"": ""124-131"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/include/net/tcp.h#L124-L131"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Start at initial SYN output; emit failure immediately before tcp_write_err when SYN_SENT and expired is due to retry_until.,HYBRID
TCP-TW-01,tcp_time_wait_entered_linux_profile,A TIME-WAIT bucket is created with Linux TCP_TIMEWAIT_LEN=60 seconds.,network namespace + 4-tuple + TIME-WAIT bucket cookie,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A TIME-WAIT bucket is created with Linux TCP_TIMEWAIT_LEN=60 seconds."", ""instrumentation_timing"": ""Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule."", ""atomic_propositions"": [""tcp_time_wait_entered_linux_profile""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""include/net/tcp.h"", ""symbol"": ""TCP_TIMEWAIT_LEN"", ""lines"": ""140-148"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/include/net/tcp.h#L140-L148"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:1"", ""role"": ""TIME-WAIT bucket creation and scheduling"", ""event_predicate"": ""A TIME-WAIT bucket is created with Linux TCP_TIMEWAIT_LEN=60 seconds."", ""instrumentation_timing"": ""Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule."", ""atomic_propositions"": [""tcp_time_wait_entered_linux_profile""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_minisocks.c"", ""symbol"": ""tcp_time_wait"", ""lines"": ""326-394"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_minisocks.c#L326-L394"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule.,HYBRID
TCP-TW-01,tcp_time_wait_state_destroyed,The bucket is removed by the ordinary TIME-WAIT expiry path.,network namespace + 4-tuple + TIME-WAIT bucket cookie,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:2"", ""role"": ""ordinary TIME-WAIT expiry destruction"", ""event_predicate"": ""The bucket is removed by the ordinary TIME-WAIT expiry path."", ""instrumentation_timing"": ""Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule."", ""atomic_propositions"": [""tcp_time_wait_state_destroyed""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/inet_timewait_sock.c"", ""symbol"": ""tw_timer_handler"", ""lines"": ""161-166"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/inet_timewait_sock.c#L161-L166"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule.,HYBRID
TCP-TW-01,tcp_valid_timewait_reopen_or_admin_cleanup,Guarded RFC reopen/reuse or explicit administrative cleanup causes early removal and is classified separately.,network namespace + 4-tuple + TIME-WAIT bucket cookie,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:3"", ""role"": ""guarded direct reopen and exceptional early removal classification"", ""event_predicate"": ""Guarded RFC reopen/reuse or explicit administrative cleanup causes early removal and is classified separately."", ""instrumentation_timing"": ""Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule."", ""atomic_propositions"": [""tcp_valid_timewait_reopen_or_admin_cleanup""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_minisocks.c"", ""symbol"": ""tcp_timewait_state_process"", ""lines"": ""186-261"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_minisocks.c#L186-L261"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Emit entry at tcp_time_wait creation and destruction immediately before inet_twsk_kill/deschedule.,HYBRID
TCP-ZWP-01,tcp_probe0_timer_armed_1000ms,ICSK_TIME_PROBE0 is actually armed at a 1000 ms deadline for one zero-window generation.,socket cookie + advertised-window update generation,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""ICSK_TIME_PROBE0 is actually armed at a 1000 ms deadline for one zero-window generation."", ""instrumentation_timing"": ""Record the zero-window trigger when ICSK_TIME_PROBE0 is armed; record the probe at tcp_send_probe0/tcp_write_wakeup success."", ""atomic_propositions"": [""tcp_probe0_timer_armed_1000ms""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""include/net/tcp.h"", ""symbol"": ""tcp_check_probe_timer"", ""lines"": ""1640-1667"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/include/net/tcp.h#L1640-L1667"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Record the zero-window trigger when ICSK_TIME_PROBE0 is armed; record the probe at tcp_send_probe0/tcp_write_wakeup success.,HYBRID
TCP-ZWP-01,tcp_probe0_deadline_or_attempt,"That generation reaches its deadline and enters the probe-attempt path, independent of local send success.",socket cookie + advertised-window update generation,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""PROBE0 deadline dispatch and attempt entry"", ""event_predicate"": ""That generation reaches its deadline and enters the probe-attempt path, independent of local send success."", ""instrumentation_timing"": ""Record the zero-window trigger when ICSK_TIME_PROBE0 is armed; record the probe at tcp_send_probe0/tcp_write_wakeup success."", ""atomic_propositions"": [""tcp_probe0_deadline_or_attempt""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_timer.c"", ""symbol"": ""tcp_write_timer_handler"", ""lines"": ""695-728"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_timer.c#L695-L728"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Record the zero-window trigger when ICSK_TIME_PROBE0 is armed; record the probe at tcp_send_probe0/tcp_write_wakeup success.,HYBRID
TCP-ZWP-01,tcp_probe0_superseded,"Window-open, user-timeout, connection termination, or explicit timer replacement cancels that generation.",socket cookie + advertised-window update generation,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:2"", ""role"": ""window-open clear or probe-timer rearm"", ""event_predicate"": ""Window-open, user-timeout, connection termination, or explicit timer replacement cancels that generation."", ""instrumentation_timing"": ""Record the zero-window trigger when ICSK_TIME_PROBE0 is armed; record the probe at tcp_send_probe0/tcp_write_wakeup success."", ""atomic_propositions"": [""tcp_probe0_superseded""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_input.c"", ""symbol"": ""tcp_ack_probe"", ""lines"": ""3807-3828"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_input.c#L3807-L3828"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},Record the zero-window trigger when ICSK_TIME_PROBE0 is armed; record the probe at tcp_send_probe0/tcp_write_wakeup success.,HYBRID
TCP-ZWP-02,tcp_probe0_backoff_armed_2000ms,Normal zero-window backoff increments and arms the next timer generation at 2000 ms.,socket cookie + zero-window probe generation,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""Normal zero-window backoff increments and arms the next timer generation at 2000 ms."", ""instrumentation_timing"": ""After icsk_backoff increments and tcp_probe0_when computes the next timer, record old/new interval and probe generation."", ""atomic_propositions"": [""tcp_probe0_backoff_armed_2000ms"", ""tcp_probe0_second_deadline_or_attempt"", ""tcp_probe0_second_superseded""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_output.c"", ""symbol"": ""tcp_send_probe0"", ""lines"": ""4601-4635"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_output.c#L4601-L4635"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"After icsk_backoff increments and tcp_probe0_when computes the next timer, record old/new interval and probe generation.",WHITEBOX
TCP-ZWP-02,tcp_probe0_second_deadline_or_attempt,That exact generation reaches deadline and enters its send-attempt path.,socket cookie + zero-window probe generation,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""That exact generation reaches deadline and enters its send-attempt path."", ""instrumentation_timing"": ""After icsk_backoff increments and tcp_probe0_when computes the next timer, record old/new interval and probe generation."", ""atomic_propositions"": [""tcp_probe0_backoff_armed_2000ms"", ""tcp_probe0_second_deadline_or_attempt"", ""tcp_probe0_second_superseded""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_output.c"", ""symbol"": ""tcp_send_probe0"", ""lines"": ""4601-4635"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_output.c#L4601-L4635"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"After icsk_backoff increments and tcp_probe0_when computes the next timer, record old/new interval and probe generation.",WHITEBOX
TCP-ZWP-02,tcp_probe0_second_superseded,"Window-open, local-resource reschedule, user-timeout, termination, or explicit rearm replaces the generation.",socket cookie + zero-window probe generation,"correlate first, then project one connection/transaction/flight; dynamic identifiers never enter AP names","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""Window-open, local-resource reschedule, user-timeout, termination, or explicit rearm replaces the generation."", ""instrumentation_timing"": ""After icsk_backoff increments and tcp_probe0_when computes the next timer, record old/new interval and probe generation."", ""atomic_propositions"": [""tcp_probe0_backoff_armed_2000ms"", ""tcp_probe0_second_deadline_or_attempt"", ""tcp_probe0_second_superseded""], ""repository"": ""torvalds/linux"", ""commit"": ""f4fb100039e96211609dfc44fb24b9e4a8a0f2f9"", ""path"": ""net/ipv4/tcp_output.c"", ""symbol"": ""tcp_send_probe0"", ""lines"": ""4601-4635"", ""url"": ""https://github.com/torvalds/linux/blob/f4fb100039e96211609dfc44fb24b9e4a8a0f2f9/net/ipv4/tcp_output.c#L4601-L4635"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"After icsk_backoff increments and tcp_probe0_when computes the next timer, record old/new interval and probe generation.",WHITEBOX
