property_id,atomic_proposition,event_predicate,correlation_key,projection_rule,monitor_instantiation,source_mappings,auxiliary_source_urls,instrumentation_timing,observability
RTPS-REL-01,writer_nack_timer_generation_started_200,A fresh ACKNACK makes the writer-wide pending-reader set non-empty and restart_timer arms nackResponseDelay=200 ms.,writer GUID + timer generation + pending reader GUID/count set; ACKNACK counts and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one writer-wide timer generation, not one ReaderProxy. A newer restart atomically supersedes the old generation before opening the next word.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A fresh ACKNACK makes the writer-wide pending-reader set non-empty and restart_timer arms nackResponseDelay=200 ms."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""writer_nack_timer_generation_started_200"", ""nack_response_generation_superseded"", ""rtps_pending_reader_set_empty""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::process_acknack"", ""lines"": ""1921-1960"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L1921-L1960"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis.",WHITEBOX
RTPS-REL-01,nack_response_action_observed,The corresponding TimedEvent callback is observed and perform_nack_response begins; the event is stamped with the stored logical deadline and also records actual callback time.,writer GUID + timer generation + pending reader GUID/count set; ACKNACK counts and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one writer-wide timer generation, not one ReaderProxy. A newer restart atomically supersedes the old generation before opening the next word.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""writer nack-response callback action"", ""event_predicate"": ""The corresponding TimedEvent callback is observed and perform_nack_response begins; the event is stamped with the stored logical deadline and also records actual callback time."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""nack_response_action_observed""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::perform_nack_response"", ""lines"": ""1880-1900"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L1880-L1900"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:2"", ""role"": ""TimedEvent callback binding"", ""event_predicate"": ""The corresponding TimedEvent callback is observed and perform_nack_response begins; the event is stamped with the stored logical deadline and also records actual callback time."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""nack_response_action_observed""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::init"", ""lines"": ""225-232"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L225-L232"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis.",WHITEBOX
RTPS-REL-01,nack_response_generation_superseded,A newer qualifying ACKNACK restarts the same writer-wide timer; it closes this generation and starts a separately projected generation.,writer GUID + timer generation + pending reader GUID/count set; ACKNACK counts and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one writer-wide timer generation, not one ReaderProxy. A newer restart atomically supersedes the old generation before opening the next word.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A newer qualifying ACKNACK restarts the same writer-wide timer; it closes this generation and starts a separately projected generation."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""writer_nack_timer_generation_started_200"", ""nack_response_generation_superseded"", ""rtps_pending_reader_set_empty""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::process_acknack"", ""lines"": ""1921-1960"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L1921-L1960"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis.",WHITEBOX
RTPS-REL-01,rtps_pending_reader_set_empty,All requested repairs disappear or relevant readers are unmatched before the deadline.,writer GUID + timer generation + pending reader GUID/count set; ACKNACK counts and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one writer-wide timer generation, not one ReaderProxy. A newer restart atomically supersedes the old generation before opening the next word.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""All requested repairs disappear or relevant readers are unmatched before the deadline."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""writer_nack_timer_generation_started_200"", ""nack_response_generation_superseded"", ""rtps_pending_reader_set_empty""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::process_acknack"", ""lines"": ""1921-1960"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L1921-L1960"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:3"", ""role"": ""reader unmatch can empty pending-reader set"", ""event_predicate"": ""All requested repairs disappear or relevant readers are unmatched before the deadline."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""rtps_pending_reader_set_empty""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::matched_reader_remove"", ""lines"": ""1211-1302"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L1211-L1302"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis.",WHITEBOX
RTPS-REL-01,rtps_writer_stopped,The writer is disabled/deleted before the deadline.,writer GUID + timer generation + pending reader GUID/count set; ACKNACK counts and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one writer-wide timer generation, not one ReaderProxy. A newer restart atomically supersedes the old generation before opening the next word.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:4"", ""role"": ""writer removal stops timer and reader proxies"", ""event_predicate"": ""The writer is disabled/deleted before the deadline."", ""instrumentation_timing"": ""Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis."", ""atomic_propositions"": [""rtps_writer_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/writer/StatefulWriter.cpp"", ""symbol"": ""StatefulWriter::local_actions_on_writer_removed"", ""lines"": ""256-315"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/writer/StatefulWriter.cpp#L256-L315"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Require harness WriterTimes.nack_response_delay=200 ms. Emit trigger at restart_timer; a later restart first emits superseded. Emit the action only if the callback is observed, stamp it with the stored logical deadline, and retain actual callback time for overhead/jitter analysis.",WHITEBOX
RTPS-REL-02,heartbeat_response_generation_started_500,A fresh HEARTBEAT enters must_send_ack and restart_timer arms this WriterProxy generation with heartbeatResponseDelay=500 ms.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A fresh HEARTBEAT enters must_send_ack and restart_timer arms this WriterProxy generation with heartbeatResponseDelay=500 ms."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""heartbeat_response_generation_started_500"", ""heartbeat_response_generation_superseded""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::process_heartbeat"", ""lines"": ""550-615"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L550-L615"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
RTPS-REL-02,heartbeat_acknack_sent,The heartbeat-response callback is observed handing the correlated ACKNACK to the RTPS send path; logical deadline and actual callback/send time are both retained.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""heartbeat-response ACKNACK handoff"", ""event_predicate"": ""The heartbeat-response callback is observed handing the correlated ACKNACK to the RTPS send path; logical deadline and actual callback/send time are both retained."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""heartbeat_acknack_sent""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::perform_heartbeat_response"", ""lines"": ""535-548"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L535-L548"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
RTPS-REL-02,heartbeat_response_generation_superseded,A newer qualifying HEARTBEAT restarts/coalesces the WriterProxy timer and closes this generation before starting another projected word.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A newer qualifying HEARTBEAT restarts/coalesces the WriterProxy timer and closes this generation before starting another projected word."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""heartbeat_response_generation_started_500"", ""heartbeat_response_generation_superseded""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::process_heartbeat"", ""lines"": ""550-615"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L550-L615"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
RTPS-REL-02,rtps_writer_unmatched,The WriterProxy is removed before response and discharges the window.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:2"", ""role"": ""remote writer unmatch"", ""event_predicate"": ""The WriterProxy is removed before response and discharges the window."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_writer_unmatched""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/StatefulReader.cpp"", ""symbol"": ""StatefulReader::matched_writer_remove"", ""lines"": ""381-482"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/StatefulReader.cpp#L381-L482"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:3"", ""role"": ""WriterProxy timer cancellation"", ""event_predicate"": ""The WriterProxy is removed before response and discharges the window."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_writer_unmatched"", ""rtps_reader_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::stop"", ""lines"": ""170-187"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L170-L187"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
RTPS-REL-02,rtps_reader_stopped,The local reader is disabled/deleted before response.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:3"", ""role"": ""WriterProxy timer cancellation"", ""event_predicate"": ""The local reader is disabled/deleted before response."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_writer_unmatched"", ""rtps_reader_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::stop"", ""lines"": ""170-187"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L170-L187"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:4"", ""role"": ""local reader removal lifecycle"", ""event_predicate"": ""The local reader is disabled/deleted before response."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_reader_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/BaseReader.cpp"", ""symbol"": ""BaseReader::local_actions_on_reader_removed"", ""lines"": ""109-112"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/BaseReader.cpp#L109-L112"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
