protocol,property_id,atomic_proposition,event_predicate,correlation_key,projection_rule,monitor_instantiation,source_mappings,auxiliary_source_urls,instrumentation_timing,observability
DDS/RTPS,RTPS-REL-02,heartbeat_acknack_sent,The heartbeat-response callback is observed handing the correlated ACKNACK to the RTPS send path; logical deadline and actual callback/send time are both retained.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""heartbeat-response ACKNACK handoff"", ""event_predicate"": ""The heartbeat-response callback is observed handing the correlated ACKNACK to the RTPS send path; logical deadline and actual callback/send time are both retained."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""heartbeat_acknack_sent""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::perform_heartbeat_response"", ""lines"": ""535-548"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L535-L548"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
DDS/RTPS,RTPS-REL-02,heartbeat_response_generation_superseded,A newer qualifying HEARTBEAT restarts/coalesces the WriterProxy timer and closes this generation before starting another projected word.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A newer qualifying HEARTBEAT restarts/coalesces the WriterProxy timer and closes this generation before starting another projected word."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""heartbeat_response_generation_started_500"", ""heartbeat_response_generation_superseded""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::process_heartbeat"", ""lines"": ""550-615"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L550-L615"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
DDS/RTPS,RTPS-REL-02,rtps_writer_unmatched,The WriterProxy is removed before response and discharges the window.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:2"", ""role"": ""remote writer unmatch"", ""event_predicate"": ""The WriterProxy is removed before response and discharges the window."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_writer_unmatched""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/StatefulReader.cpp"", ""symbol"": ""StatefulReader::matched_writer_remove"", ""lines"": ""381-482"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/StatefulReader.cpp#L381-L482"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:3"", ""role"": ""WriterProxy timer cancellation"", ""event_predicate"": ""The WriterProxy is removed before response and discharges the window."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_writer_unmatched"", ""rtps_reader_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::stop"", ""lines"": ""170-187"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L170-L187"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
DDS/RTPS,RTPS-REL-02,rtps_reader_stopped,The local reader is disabled/deleted before response.,reader GUID + writer GUID + HEARTBEAT count; sequence-number set is a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project exactly one WriterProxy heartbeat timer generation; newer HEARTBEAT restart, unmatch, or reader stop closes it explicitly.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:3"", ""role"": ""WriterProxy timer cancellation"", ""event_predicate"": ""The local reader is disabled/deleted before response."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_writer_unmatched"", ""rtps_reader_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/WriterProxy.cpp"", ""symbol"": ""WriterProxy::stop"", ""lines"": ""170-187"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/WriterProxy.cpp#L170-L187"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:4"", ""role"": ""local reader removal lifecycle"", ""event_predicate"": ""The local reader is disabled/deleted before response."", ""instrumentation_timing"": ""Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately."", ""atomic_propositions"": [""rtps_reader_stopped""], ""repository"": ""eProsima/Fast-DDS"", ""commit"": ""94940169442298e2736af79720ef05d89a1b2a7d"", ""path"": ""src/cpp/rtps/reader/BaseReader.cpp"", ""symbol"": ""BaseReader::local_actions_on_reader_removed"", ""lines"": ""109-112"", ""url"": ""https://github.com/eProsima/Fast-DDS/blob/94940169442298e2736af79720ef05d89a1b2a7d/src/cpp/rtps/reader/BaseReader.cpp#L109-L112"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Set ReaderTimes.heartbeat_response_delay=500 ms; emit trigger at restart_timer. A later restart first emits superseded. Emit ACKNACK only after send_acknack is called, stamp with the logical deadline, and retain callback/send time separately.",HYBRID
CAN/UDS,CANTP-NBS-01,n_bs_timer_generation_started_1000,The implementation enters WAIT_FC and starts timer_rx_fc with configured 1000 ms; adapter records whether this precedes an AUTOSAR Tx-confirmation start.,ISO-TP addressing tuple + CAN channel + active send-request generation; CAN IDs and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-send N_Bs timer generation; FC(WAIT) closes it and creates another word, CTS/OVFLW/abort/cancel closes it without overlap.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""N_Bs timer generation start"", ""event_predicate"": ""The implementation enters WAIT_FC and starts timer_rx_fc with configured 1000 ms; adapter records whether this precedes an AUTOSAR Tx-confirmation start."", ""instrumentation_timing"": ""Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time."", ""atomic_propositions"": [""n_bs_timer_generation_started_1000""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""_start_rx_fc_timer"", ""lines"": ""1250-1253"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L1250-L1253"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:2"", ""role"": ""1000 ms receive-flow-control profile"", ""event_predicate"": ""The implementation enters WAIT_FC and starts timer_rx_fc with configured 1000 ms; adapter records whether this precedes an AUTOSAR Tx-confirmation start."", ""instrumentation_timing"": ""Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time."", ""atomic_propositions"": [""n_bs_timer_generation_started_1000""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""__init__"", ""lines"": ""349-354"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L349-L354"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time.",WHITEBOX
CAN/UDS,CANTP-NBS-01,flow_control_received,A valid correlated FC(CTS/WAIT/OVFLW) is decoded before N_Bs expiry; WAIT begins a new correlated wait window.,ISO-TP addressing tuple + CAN channel + active send-request generation; CAN IDs and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-send N_Bs timer generation; FC(WAIT) closes it and creates another word, CTS/OVFLW/abort/cancel closes it without overlap.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""A valid correlated FC(CTS/WAIT/OVFLW) is decoded before N_Bs expiry; WAIT begins a new correlated wait window."", ""instrumentation_timing"": ""Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time."", ""atomic_propositions"": [""flow_control_received"", ""tx_aborted_n_bs""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""def _process_tx"", ""lines"": ""987-1051"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L987-L1051"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time.",WHITEBOX
CAN/UDS,CANTP-NBS-01,tx_aborted_n_bs,FlowControlTimeoutError is raised and _stop_sending(success=False) executes for that transfer.,ISO-TP addressing tuple + CAN channel + active send-request generation; CAN IDs and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-send N_Bs timer generation; FC(WAIT) closes it and creates another word, CTS/OVFLW/abort/cancel closes it without overlap.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""FlowControlTimeoutError is raised and _stop_sending(success=False) executes for that transfer."", ""instrumentation_timing"": ""Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time."", ""atomic_propositions"": [""flow_control_received"", ""tx_aborted_n_bs""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""def _process_tx"", ""lines"": ""987-1051"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L987-L1051"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:3"", ""role"": ""strict elapsed timeout predicate"", ""event_predicate"": ""FlowControlTimeoutError is raised and _stop_sending(success=False) executes for that transfer."", ""instrumentation_timing"": ""Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time."", ""atomic_propositions"": [""tx_aborted_n_bs""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/tools.py"", ""symbol"": ""is_timed_out"", ""lines"": ""48-53"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/tools.py#L48-L53"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time.",WHITEBOX
CAN/UDS,CANTP-NBS-01,n_bs_generation_cancelled,The public stop_sending path or TransportLayerLogic.reset ends the current WAIT_FC generation before its timeout; a harness process reset is accepted only when it records the same transfer generation.,ISO-TP addressing tuple + CAN channel + active send-request generation; CAN IDs and sequence numbers remain fields,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-send N_Bs timer generation; FC(WAIT) closes it and creates another word, CTS/OVFLW/abort/cancel closes it without overlap.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:4"", ""role"": ""explicit send cancellation or layer reset"", ""event_predicate"": ""The public stop_sending path or TransportLayerLogic.reset ends the current WAIT_FC generation before its timeout; a harness process reset is accepted only when it records the same transfer generation."", ""instrumentation_timing"": ""Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time."", ""atomic_propositions"": [""n_bs_generation_cancelled""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""stop_sending / reset"", ""lines"": ""1321-1325;1406-1415"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L1321-L1325"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit trigger at _start_rx_fc_timer and record the implementation start plus any external Tx-confirmation timestamp. FC(WAIT) first satisfies the old word, then starts a new word. Emit abort only when the source action is observed; stamp its logical deadline and keep actual callback time.",WHITEBOX
CAN/UDS,CANTP-NCR-01,n_cr_timer_generation_started_1000,"A valid FirstFrame/non-final ConsecutiveFrame, or the local FC-send path, starts timer_rx_cf with configured 1000 ms; start provenance is recorded.",ISO-TP addressing tuple + CAN channel + receive generation + expected sequence number as a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-receive N_Cr generation; each accepted non-final CF closes it and creates another word, while completion/error/cancel ends it.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""accepted consecutive-frame path"", ""event_predicate"": ""A valid FirstFrame/non-final ConsecutiveFrame, or the local FC-send path, starts timer_rx_cf with configured 1000 ms; start provenance is recorded."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""n_cr_timer_generation_started_1000"", ""consecutive_frame_received""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""_process_rx"", ""lines"": ""895-984"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L895-L984"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:2"", ""role"": ""N_Cr timer generation start"", ""event_predicate"": ""A valid FirstFrame/non-final ConsecutiveFrame, or the local FC-send path, starts timer_rx_cf with configured 1000 ms; start provenance is recorded."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""n_cr_timer_generation_started_1000""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""_start_rx_cf_timer"", ""lines"": ""1254-1257"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L1254-L1257"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:3"", ""role"": ""1000 ms consecutive-frame profile"", ""event_predicate"": ""A valid FirstFrame/non-final ConsecutiveFrame, or the local FC-send path, starts timer_rx_cf with configured 1000 ms; start provenance is recorded."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""n_cr_timer_generation_started_1000""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""__init__"", ""lines"": ""349-354"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L349-L354"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time.",WHITEBOX
CAN/UDS,CANTP-NCR-01,consecutive_frame_received,"The next correctly sequenced correlated ConsecutiveFrame is accepted; if more data remains, it starts a new N_Cr window.",ISO-TP addressing tuple + CAN channel + receive generation + expected sequence number as a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-receive N_Cr generation; each accepted non-final CF closes it and creates another word, while completion/error/cancel ends it.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:1"", ""role"": ""accepted consecutive-frame path"", ""event_predicate"": ""The next correctly sequenced correlated ConsecutiveFrame is accepted; if more data remains, it starts a new N_Cr window."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""n_cr_timer_generation_started_1000"", ""consecutive_frame_received""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""_process_rx"", ""lines"": ""895-984"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L895-L984"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time.",WHITEBOX
CAN/UDS,CANTP-NCR-01,rx_aborted_n_cr,ConsecutiveFrameTimeoutError is raised and _stop_receiving executes for this transfer.,ISO-TP addressing tuple + CAN channel + receive generation + expected sequence number as a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-receive N_Cr generation; each accepted non-final CF closes it and creates another word, while completion/error/cancel ends it.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""primary"", ""role"": ""primary property hook"", ""event_predicate"": ""ConsecutiveFrameTimeoutError is raised and _stop_receiving executes for this transfer."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""rx_aborted_n_cr""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""def _check_timeouts_rx"", ""lines"": ""890-894"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L890-L894"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}, {""mapping"": ""auxiliary:4"", ""role"": ""strict elapsed timeout predicate"", ""event_predicate"": ""ConsecutiveFrameTimeoutError is raised and _stop_receiving executes for this transfer."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""rx_aborted_n_cr""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/tools.py"", ""symbol"": ""is_timed_out"", ""lines"": ""48-53"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/tools.py#L48-L53"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time.",WHITEBOX
CAN/UDS,CANTP-NCR-01,n_cr_generation_cancelled,The public stop_receiving path or TransportLayerLogic.reset ends the current WAIT_CF generation before timeout; normal successful completion is retained as a distinct terminal cause by the adapter.,ISO-TP addressing tuple + CAN channel + receive generation + expected sequence number as a field,"EXACTLY_ONE_TRIGGER_PER_PROJECTED_WORD; each reset/restart closes the old generation and opens a separately monitored generation. Project one segmented-receive N_Cr generation; each accepted non-final CF closes it and creates another word, while completion/error/cancel ends it.","one correlated obligation instance per timed word; if the trigger can repeat, the adapter spawns a new projection keyed by timer/request generation","[{""mapping"": ""auxiliary:5"", ""role"": ""explicit receive cancellation or layer reset"", ""event_predicate"": ""The public stop_receiving path or TransportLayerLogic.reset ends the current WAIT_CF generation before timeout; normal successful completion is retained as a distinct terminal cause by the adapter."", ""instrumentation_timing"": ""Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time."", ""atomic_propositions"": [""n_cr_generation_cancelled""], ""repository"": ""pylessard/python-can-isotp"", ""commit"": ""7b44c5282ee390df4977b710218564eb73e2dc2a"", ""path"": ""isotp/protocol.py"", ""symbol"": ""stop_receiving / reset"", ""lines"": ""1341-1346;1406-1415"", ""url"": ""https://github.com/pylessard/python-can-isotp/blob/7b44c5282ee390df4977b710218564eb73e2dc2a/isotp/protocol.py#L1341-L1346"", ""source_file_verified"": true, ""source_line_verified"": true, ""source_symbol_verified"": true}]",{},"Emit start at _start_rx_cf_timer with its provenance; accepted CF is emitted only after sequence validation and first satisfies the old word before starting another. Emit abort only when observed, stamp its logical deadline, and retain callback time.",WHITEBOX
