id,protocol,protocol_extension,title,category,natural_language,normative_strength,standard,standard_section,standard_url,standard_excerpt,time_value_ms,time_source,mathematical_mitl,mightyppl_formula,interval_class,pointwise_semantics,finite_end_semantics,atomic_propositions,correlation_key,projection_rule,source_repository,source_commit,source_path,source_symbol,source_lines,source_url,instrumentation_timing,observability,oracle_value,triggerability,confidence,positive_trace,negative_trace,human_review_status,review_question,validation_build_ok,validation_positive_symbolic,validation_negative_symbolic,validation_positive_concrete,validation_negative_concrete,validation_expected_oracle_ok,validation_symbolic_concrete_consistent,validation_ap_order,validation_positive_locations,validation_positive_edges,validation_positive_clocks,validation_negative_locations,validation_negative_edges,validation_negative_clocks,validation_build_ms,validation_monitor_ms_positive,validation_monitor_ms_negative,validation_status
SIP-TX-11,SIP,RFC 3261 transaction/proxy core,Timer F transaction deadline,non-INVITE UAC timeout,non-INVITE 客户事务在 64*T1 前不得 Timer F 超时，并应在该时刻前收到最终响应或 Timer F 触发。,SHOULD/MUST,RFC 3261,17.1.2.2,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.1.2.2,The client transaction SHOULD set timer F to fire in 64*T1 seconds.,32000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (noninvite_trying_entered -> (G [0,32000) (!timer_f_fired) && F [0,32000] (timer_f_fired || noninvite_final_response_received)))","G* (noninvite_trying_entered -> (G [0,32000) (!timer_f_fired) && F [0,32000] (timer_f_fired || noninvite_final_response_received)))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""noninvite_trying_entered"", ""timer_f_fired"", ""noninvite_final_response_received""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_null/tsx_on_state_calling,2505-2512;2557-2570,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L2505,按 method 将 timeout_timer 解释为 F；最终响应是替代完成事件。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""noninvite_trying_entered""]}, {""time"": 32000, ""props"": [""timer_f_fired""]}, {""time"": 32001, ""props"": []}]","[{""time"": 0, ""props"": [""noninvite_trying_entered""]}, {""time"": 31999, ""props"": [""timer_f_fired""]}, {""time"": 32001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""noninvite_trying_entered"", ""timer_f_fired"", ""noninvite_final_response_received""]",11,164,2,9,142,2,20,0,0,PASS
SIP-TX-12,SIP,RFC 3261 transaction/proxy core,Timer K retention,non-INVITE UAC completed retention,UDP non-INVITE 客户事务进入 Completed 后保持 T4，然后在 Timer K 触发时终止。,MUST,RFC 3261,17.1.2.2,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.1.2.2,Timer K fires in T4 seconds for unreliable transport; then the transaction MUST terminate.,5000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (udp_noninvite_client_completed -> (G [0,5000) (!transaction_terminated) && F [0,5000] transaction_terminated))","G* (udp_noninvite_client_completed -> (G [0,5000) (!transaction_terminated) && F [0,5000] transaction_terminated))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""udp_noninvite_client_completed"", ""transaction_terminated""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_proceeding_uac,3037-3069,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L3037,在 Completed 状态调度 t4_timer_val 与 timeout 回调终止处记录。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""udp_noninvite_client_completed""]}, {""time"": 5000, ""props"": [""transaction_terminated""]}, {""time"": 5001, ""props"": []}]","[{""time"": 0, ""props"": [""udp_noninvite_client_completed""]}, {""time"": 4999, ""props"": [""transaction_terminated""]}, {""time"": 5001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""udp_noninvite_client_completed"", ""transaction_terminated""]",9,64,2,9,74,2,19,0,0,PASS
SIP-TX-13,SIP,RFC 3261 transaction/proxy core,Timer G initial schedule,INVITE UAS retransmission,UDP INVITE 服务事务发出 300--699 并进入 Completed 后，Timer G 在 T1 前不得触发。,MUST,RFC 3261,17.2.1,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.1,"For unreliable transports, timer G is set to fire in T1 seconds.",500,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (udp_invite_server_completed -> (G [0,500) (!timer_g_fired) && F [0,500] (timer_g_fired || ack_received)))","G* (udp_invite_server_completed -> (G [0,500) (!timer_g_fired) && F [0,500] (timer_g_fired || ack_received)))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""udp_invite_server_completed"", ""timer_g_fired"", ""ack_received""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_proceeding_uas,2865-2915,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L2865,在 300--699 发送、Completed 进入和 T1 retransmit timer 调度后记录。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""udp_invite_server_completed""]}, {""time"": 500, ""props"": [""timer_g_fired""]}, {""time"": 501, ""props"": []}]","[{""time"": 0, ""props"": [""udp_invite_server_completed""]}, {""time"": 499, ""props"": [""timer_g_fired""]}, {""time"": 501, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""udp_invite_server_completed"", ""timer_g_fired"", ""ack_received""]",11,164,2,9,142,2,18,0,0,PASS
SIP-TX-14,SIP,RFC 3261 transaction/proxy core,Timer G causes the first final-response retransmission,INVITE UAS retransmission,未收到 ACK 的 UDP INVITE 服务事务必须在首个 T1 周期结束前重传 300--699 最终响应。,MUST,RFC 3261,17.2.1,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.1,"If timer G fires, the response is passed to the transport layer once more.",500,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (udp_invite_server_completed -> (G [0,500) (!final_response_retransmitted) && F [0,500] (final_response_retransmitted || ack_received)))","G* (udp_invite_server_completed -> (G [0,500) (!final_response_retransmitted) && F [0,500] (final_response_retransmitted || ack_received)))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""udp_invite_server_completed"", ""final_response_retransmitted"", ""ack_received""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_proceeding_uas,2928-2944,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L2928,Timer G 回调和 tsx_retransmit 成功发送合并为同一 microstep。,WHITEBOX,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""udp_invite_server_completed""]}, {""time"": 500, ""props"": [""final_response_retransmitted""]}, {""time"": 501, ""props"": []}]","[{""time"": 0, ""props"": [""udp_invite_server_completed""]}, {""time"": 501, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""udp_invite_server_completed"", ""final_response_retransmitted"", ""ack_received""]",11,164,2,9,142,2,23,0,0,PASS
SIP-TX-15,SIP,RFC 3261 transaction/proxy core,Timer G second interval doubles,INVITE UAS retransmission,"第一次 Timer G 周期完成后，下一次最终响应重传间隔必须为 MIN(2*T1,T2)。",MUST,RFC 3261,17.2.1,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.1,"Timer G is reset to MIN(2*T1,T2), then doubles unless exceeding T2.",500/4000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (timer_g_first_cycle_completed -> (G [0,1000) (!final_response_retransmitted) && F [0,1000] (final_response_retransmitted || ack_received)))","G* (timer_g_first_cycle_completed -> (G [0,1000) (!final_response_retransmitted) && F [0,1000] (final_response_retransmitted || ack_received)))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""timer_g_first_cycle_completed"", ""final_response_retransmitted"", ""ack_received""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_resched_retransmission,2355-2367,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L2355,"记录 UAS old/new interval；只有 new=min(2*old,T2) 时 derived AP 为真。",WHITEBOX,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""timer_g_first_cycle_completed""]}, {""time"": 1000, ""props"": [""final_response_retransmitted""]}, {""time"": 1001, ""props"": []}]","[{""time"": 0, ""props"": [""timer_g_first_cycle_completed""]}, {""time"": 999, ""props"": [""final_response_retransmitted""]}, {""time"": 1001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""timer_g_first_cycle_completed"", ""final_response_retransmitted"", ""ack_received""]",11,164,2,9,142,2,18,0,0,PASS
SIP-TX-16,SIP,RFC 3261 transaction/proxy core,Timer H transaction deadline,INVITE UAS timeout,INVITE 服务事务进入 Completed 后，Timer H 在 64*T1 前不得触发，并应在期限内收到 ACK 或 Timer H 触发。,MUST,RFC 3261,17.2.1,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.1,"When Completed is entered, timer H MUST be set to fire in 64*T1 seconds.",32000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (invite_server_completed -> (G [0,32000) (!timer_h_fired) && F [0,32000] (timer_h_fired || ack_received)))","G* (invite_server_completed -> (G [0,32000) (!timer_h_fired) && F [0,32000] (timer_h_fired || ack_received)))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""invite_server_completed"", ""timer_h_fired"", ""ack_received""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_proceeding_uas/tsx_on_state_completed_uas,2878-2888;3285-3295,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L2878,在 Completed 状态调度 timeout_timer_val 与回调处区分 H。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""invite_server_completed""]}, {""time"": 32000, ""props"": [""timer_h_fired""]}, {""time"": 32001, ""props"": []}]","[{""time"": 0, ""props"": [""invite_server_completed""]}, {""time"": 31999, ""props"": [""timer_h_fired""]}, {""time"": 32001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""invite_server_completed"", ""timer_h_fired"", ""ack_received""]",11,164,2,9,142,2,19,0,0,PASS
SIP-TX-17,SIP,RFC 3261 transaction/proxy core,ACK stops Timer G retransmissions,INVITE UAS confirmed transition,Completed 中收到匹配 ACK 后，最终响应重传必须停止。,MUST,RFC 3261,17.2.1,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.1,"On ACK, the transaction MUST enter Confirmed; Timer G is ignored and retransmissions cease.",5000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms",G* (ack_received -> G* (!final_response_retransmitted)),G* (ack_received -> G* (!final_response_retransmitted)),NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""ack_received"", ""final_response_retransmitted""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_completed_uas,3232-3271,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L3232,在 ACK 匹配、取消 retransmit timer、进入 Confirmed 后记录。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""ack_received""]}, {""time"": 5001, ""props"": []}]","[{""time"": 0, ""props"": [""ack_received""]}, {""time"": 500, ""props"": [""final_response_retransmitted""]}, {""time"": 5001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""ack_received"", ""final_response_retransmitted""]",5,18,2,7,48,2,20,0,0,PASS
SIP-TX-18,SIP,RFC 3261 transaction/proxy core,Timer I retention,INVITE UAS confirmed retention,UDP INVITE 服务事务进入 Confirmed 后保持 T4，并在 Timer I 触发时终止。,MUST,RFC 3261,17.2.1,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.1,Timer I is T4 for unreliable transports; once it fires the server MUST terminate.,5000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (udp_invite_server_confirmed -> (G [0,5000) (!transaction_terminated) && F [0,5000] transaction_terminated))","G* (udp_invite_server_confirmed -> (G [0,5000) (!transaction_terminated) && F [0,5000] transaction_terminated))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""udp_invite_server_confirmed"", ""transaction_terminated""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_completed_uas/tsx_on_state_confirmed,3251-3267;3399-3411,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L3251,在 Confirmed 进入、T4 调度和 timeout 回调终止处记录。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""udp_invite_server_confirmed""]}, {""time"": 5000, ""props"": [""transaction_terminated""]}, {""time"": 5001, ""props"": []}]","[{""time"": 0, ""props"": [""udp_invite_server_confirmed""]}, {""time"": 4999, ""props"": [""transaction_terminated""]}, {""time"": 5001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""udp_invite_server_confirmed"", ""transaction_terminated""]",9,64,2,9,74,2,16,0,0,PASS
SIP-TX-19,SIP,RFC 3261 transaction/proxy core,Timer J retention,non-INVITE UAS completed retention,UDP non-INVITE 服务事务进入 Completed 后保持 64*T1，并在 Timer J 触发时终止。,MUST,RFC 3261,17.2.2,https://www.rfc-editor.org/rfc/rfc3261.html#section-17.2.2,Timer J fires in 64*T1 for unreliable transports; then the transaction MUST terminate.,32000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (udp_noninvite_server_completed -> (G [0,32000) (!transaction_terminated) && F [0,32000] transaction_terminated))","G* (udp_noninvite_server_completed -> (G [0,32000) (!transaction_terminated) && F [0,32000] transaction_terminated))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""udp_noninvite_server_completed"", ""transaction_terminated""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",pjsip/pjproject,bba95b8a95c0a9e8c1939166fd20083ae9e3e956,pjsip/src/pjsip/sip_transaction.c,tsx_on_state_proceeding_uas/tsx_on_state_completed_uas,2889-2897;3299-3303,https://github.com/pjsip/pjproject/blob/bba95b8a95c0a9e8c1939166fd20083ae9e3e956/pjsip/src/pjsip/sip_transaction.c#L2889,按 non-INVITE + UDP 区分 J，并在 timeout_timer 回调终止处记录。,HYBRID,HIGH,HIGH,HIGH,"[{""time"": 0, ""props"": [""udp_noninvite_server_completed""]}, {""time"": 32000, ""props"": [""transaction_terminated""]}, {""time"": 32001, ""props"": []}]","[{""time"": 0, ""props"": [""udp_noninvite_server_completed""]}, {""time"": 31999, ""props"": [""transaction_terminated""]}, {""time"": 32001, ""props"": []}]",PENDING,请确认该事务投影与 RFC 角色/传输条件一致。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""udp_noninvite_server_completed"", ""transaction_terminated""]",9,64,2,9,74,2,18,0,0,PASS
SIP-TX-20,SIP,RFC 3261 transaction/proxy core,Timer C exceeds three minutes,stateful proxy INVITE timeout,有状态代理转发每个 INVITE 客户事务时必须设置 Timer C，且 3 分钟内（含边界）不得触发。,MUST,RFC 3261,16.6,https://www.rfc-editor.org/rfc/rfc3261.html#section-16.6,Timer C MUST be set for each proxied INVITE and MUST be larger than 3 minutes.,180000,"RFC 3261 defaults: T1=500 ms, T2=4000 ms, T4=5000 ms","G* (proxy_invite_forwarded -> G [0,180000] (!timer_c_fired))","G* (proxy_invite_forwarded -> G [0,180000] (!timer_c_fired))",NON_PUNCTUAL,strict pointwise; finite word; absolute integer milliseconds,trace extends through the largest bounded obligation; G* is evaluated on the transaction projection,"[""proxy_invite_forwarded"", ""timer_c_fired""]",session_id + Via branch + CSeq number/method; ACK additionally matches RFC 3261 transaction rules,"correlate first, then project one transaction; dynamic identifiers never enter AP names",kamailio/kamailio,2648eb330b133a20f1398d59a28c53532106cad3,src/modules/tm/timer.h,_set_fr_retr,171-200,https://github.com/kamailio/kamailio/blob/2648eb330b133a20f1398d59a28c53532106cad3/src/modules/tm/timer.h#L171,在建立分支事务并写入 fr_expire/end_of_life 后记录；配置值同时进入事件字段（默认常数见 config.h:61--68）。,HYBRID,HIGH,MEDIUM,HIGH,"[{""time"": 0, ""props"": [""proxy_invite_forwarded""]}, {""time"": 180001, ""props"": []}]","[{""time"": 0, ""props"": [""proxy_invite_forwarded""]}, {""time"": 180000, ""props"": [""timer_c_fired""]}, {""time"": 180001, ""props"": []}]",PENDING,RFC 要求严格大于 3 分钟；Kamailio 的 180000 ms 默认值需要人工判断为实现偏差、代理级 lifetime 近似或配置要求。,True,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE,True,True,"[""proxy_invite_forwarded"", ""timer_c_fired""]",5,34,2,7,48,2,16,0,0,PASS
